age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default_probability,predicted_default,true_default
33,30136,27,1699,11,1,0,South,0,0.14103762941095233,0,1
36,41185,9,11865,1,9,2,East,1,0.24689033883398742,0,0
54,49238,28,8087,12,8,2,East,0,0.2982083081470124,0,0
46,32717,24,19989,12,3,2,South,1,0.45018898398378987,0,0
37,18930,2,13504,10,2,1,East,0,0.3443159258126743,0,1
39,35178,19,16923,11,7,3,North,0,0.2013261533322311,0,0
36,33369,6,2157,9,1,2,West,1,0.26574452514383134,0,0
41,27979,12,13644,11,5,1,North,0,0.29253539311873095,0,0
47,50965,6,1859,8,2,1,South,1,0.04823687115986449,0,1
29,44449,32,14866,11,7,2,North,0,0.20951590349775356,0,0
62,48663,30,8848,12,3,0,West,1,0.042789232532867066,0,0
41,47389,8,8820,14,8,1,West,1,0.117222420995581,0,0
61,34316,4,10006,1,4,0,North,0,0.05193741105999538,0,0
56,48480,22,3550,4,4,2,West,1,0.08157279967402455,0,0
53,34828,30,12500,12,2,4,South,1,0.2720750182901914,0,0
41,33353,16,4977,10,7,0,North,1,0.12724356335879905,0,0
31,59370,3,7763,13,7,0,South,0,0.08901821427742823,0,0
51,5000,17,16009,14,1,2,South,0,0.33716285666727874,0,1
44,32327,31,11728,4,2,2,East,0,0.19240796107098013,0,0
48,38705,9,13624,11,3,2,West,1,0.2010457679105884,0,1
21,38937,8,14594,12,3,0,North,0,0.20268671932058235,0,0
58,39771,21,4285,10,5,3,East,1,0.10801767271094,0,0
44,45144,3,15250,12,2,1,West,0,0.11305408108462668,0,0
54,29796,28,1514,13,5,1,South,0,0.08966205661266731,0,0
46,41303,12,14066,14,6,1,West,1,0.16603650471925543,0,1
56,36106,11,19656,14,9,0,North,1,0.39093936802092616,0,0
45,45102,23,4126,4,2,0,South,0,0.03829728272189689,0,0
46,59015,12,17149,10,9,3,West,0,0.124121266429137,0,0
42,56109,22,9910,5,4,1,South,1,0.21590645167418118,0,1
54,30089,2,16405,11,3,0,East,0,0.17539309574316492,0,0
23,40057,1,16705,6,9,1,South,1,0.33730370345463206,0,0
61,50329,23,12709,9,5,1,East,0,0.08399448988538341,0,0
62,25053,16,10969,3,9,2,East,0,0.2034767932646249,0,0
36,26139,27,10453,9,4,3,West,0,0.3216348142729659,0,0
46,35789,4,17917,14,8,2,West,1,0.37554720599338276,0,0
45,40387,9,3924,5,9,1,West,1,0.08947036502355993,0,0
27,40337,29,14700,3,5,0,East,1,0.28016822575034417,0,0
30,25694,21,7998,9,6,1,East,0,0.3488643767585963,0,1
41,24104,4,12965,12,6,2,North,0,0.4333542363152389,0,0
28,29732,12,5135,10,5,1,East,1,0.3074712241758365,0,1
26,52369,15,4868,12,1,1,West,0,0.051476016709740106,0,0
58,48808,23,15014,4,9,0,North,1,0.099305767425337,0,0
46,30311,20,8039,8,1,1,South,0,0.1975606221993733,0,0
57,39749,24,7379,9,5,0,South,1,0.11069639232372713,0,0
33,41312,4,2125,6,2,1,West,0,0.14565014221920386,0,0
36,51547,22,12100,4,7,0,West,1,0.1496562423225322,0,0
25,29433,24,17257,1,9,0,East,1,0.6126498763215145,1,1
64,47343,0,3612,9,4,0,East,1,0.048284469193299276,0,0
30,66897,34,16794,5,9,2,East,0,0.01701335243573492,0,0
51,46032,0,12083,12,2,3,North,0,0.25154846967175853,0,0
36,46829,15,9585,10,1,1,North,0,0.11949224823013668,0,0
24,45328,13,11750,13,8,1,North,0,0.26741701767630877,0,0
50,42245,4,19721,7,9,4,North,1,0.6458688269679476,1,1
28,45530,15,11050,1,4,1,East,0,0.19503458027146148,0,0
49,42018,34,13902,9,8,0,North,1,0.1852179252675091,0,0
44,34436,24,19962,9,6,0,South,0,0.1841221403205198,0,0
56,56983,21,18749,1,6,0,East,1,0.09592453830209179,0,0
35,64253,24,14569,5,8,0,South,1,0.05198921100841536,0,0
53,51041,34,4884,8,1,1,South,0,0.08077152132166886,0,0
58,49043,3,19638,2,9,1,West,1,0.13826876045691433,0,0
24,25231,0,6225,14,7,2,North,1,0.6087008306378027,1,0
39,29844,14,9756,2,5,0,West,1,0.18227699241605566,0,0
28,44499,24,1067,2,7,3,North,0,0.13537914765823358,0,0
60,43700,20,1357,1,4,2,East,0,0.15514820035719215,0,0
22,50685,17,13919,9,5,1,South,1,0.1848094657038431,0,0
35,40354,16,1233,14,4,1,East,0,0.10888429800091207,0,1
40,40517,29,1668,5,4,0,West,0,0.09299153430255898,0,0
42,51334,19,2122,8,3,1,West,1,0.027138234588469815,0,0
34,68248,24,1011,14,1,2,East,0,0.030563177212430653,0,0
32,50158,23,7646,14,4,3,East,1,0.09478792257792591,0,0
25,39341,13,8939,12,7,1,North,1,0.13928093878454256,0,0
51,33949,1,2691,6,3,1,South,0,0.08237055119551896,0,1
26,38892,20,15196,9,7,1,West,0,0.1768785820427699,0,0
62,53650,12,1360,8,9,3,South,0,0.03846055589173972,0,0
26,39735,16,6764,7,1,0,West,1,0.12610358603786417,0,0
31,66636,25,2995,2,9,3,West,1,0.00825859393595528,0,1
38,39473,18,4286,7,1,1,South,1,0.13653505689831436,0,0
51,27199,30,14356,11,4,2,South,1,0.5182454376890994,1,0
37,46892,4,14929,10,5,1,North,1,0.1301079952968017,0,0
26,52360,4,19471,13,3,1,West,1,0.2387519941162971,0,0
23,33143,8,7706,6,9,1,West,1,0.2852318415642374,0,0
26,32312,5,1387,2,9,2,East,1,0.2980397751131846,0,0
38,40959,6,15495,2,9,2,North,1,0.217770796970635,0,0
49,34998,6,17045,13,6,0,South,0,0.15152126764453222,0,1
46,37665,6,7215,7,1,2,South,0,0.09598785191142374,0,0
51,38631,28,10913,5,2,0,South,0,0.07378332073065379,0,1
40,23875,33,7693,7,2,0,East,0,0.12594330417277844,0,1
34,56118,10,4983,13,5,0,West,0,0.052800706695309244,0,0
46,52172,25,12970,6,4,2,South,1,0.13344190014431975,0,0
45,17051,18,8942,8,3,5,North,0,0.423885892646296,0,0
43,33911,11,5055,9,5,1,North,0,0.12136276743547346,0,0
24,50496,2,8868,11,7,2,South,0,0.1940475489630177,0,1
44,50335,0,1010,5,7,0,North,1,0.15320090345827483,0,0
59,54579,29,10139,11,3,0,West,0,0.06645538529075902,0,0
33,23598,15,14062,11,6,1,East,0,0.3734307724435342,0,0
40,21457,32,10139,8,6,0,East,0,0.2555329633748454,0,0
37,21682,29,17883,5,8,1,East,1,0.3442155637799913,0,0
53,52769,1,18777,4,4,1,East,1,0.3987144389239811,0,0
37,41134,5,10567,1,8,1,North,1,0.08223869577971132,0,1
36,47462,28,6575,8,3,0,East,1,0.04168475975414311,0,0
32,48767,23,16775,13,7,3,North,0,0.2294024398935975,0,0
64,46460,28,15272,8,9,1,East,1,0.10271489029054902,0,0
24,36733,8,6156,4,5,1,North,0,0.15994794061929055,0,1
46,70601,3,14029,2,1,0,East,0,0.005023819983771738,0,0
29,46258,15,12811,2,8,1,North,1,0.1846900600311326,0,0
62,31208,2,11531,3,5,1,West,1,0.18969459443861797,0,0
42,23192,15,16301,11,9,1,North,1,0.36284482843624055,0,1
22,58471,14,11459,8,2,0,East,0,0.034377414934662544,0,0
53,39984,8,4704,13,9,0,East,1,0.06829402314253248,0,0
22,29747,33,14628,1,5,2,South,0,0.3505039738270256,0,1
32,42417,22,17059,5,6,0,West,1,0.24884856382024462,0,0
45,45544,3,3675,9,8,0,West,0,0.06264514145810202,0,0
43,25003,29,8284,4,7,1,West,1,0.39369624560199956,0,0
46,52719,28,5802,3,5,3,South,1,0.08441300193296702,0,0
55,43835,22,14725,11,4,2,South,1,0.32044872274207437,0,1
56,29121,30,11773,7,6,2,West,1,0.22667769383544464,0,0
31,48893,23,18057,4,7,4,North,0,0.2629828918969902,0,0
28,26928,5,7767,9,2,3,South,1,0.35174014235064144,0,0
24,36312,34,13756,3,5,0,West,1,0.27685093962515933,0,0
22,29386,29,19700,4,6,2,South,0,0.7427474962806375,1,1
34,49266,14,13172,4,6,4,South,0,0.16662994895575525,0,0
48,42119,16,4578,4,6,2,West,1,0.13218721960394797,0,0
26,52330,18,17297,5,8,0,West,1,0.2223333565081861,0,1
52,26917,7,2052,7,4,3,West,1,0.25334158936503975,0,0
36,48876,27,4253,1,3,0,North,1,0.058925691735811574,0,0
22,29546,28,16095,13,7,1,North,1,0.40633289552079904,0,0
55,36967,24,13094,13,1,2,West,0,0.16355747805642043,0,0
55,28463,24,19114,2,9,1,West,1,0.2540253600063945,0,1
58,37976,2,8483,4,9,2,North,0,0.12972848121647848,0,0
44,47075,9,10192,10,5,2,West,0,0.10171525988356002,0,1
34,23615,31,16190,10,3,1,South,0,0.3031893018402087,0,1
32,50708,2,1912,2,4,4,South,0,0.16526912660699436,0,0
46,34700,2,3887,9,8,1,East,1,0.154925301330546,0,0
35,31232,15,11647,3,9,1,North,1,0.2461221713478129,0,0
63,23750,20,16459,12,4,4,East,1,0.2675662206945799,0,0
42,29234,29,13219,5,4,2,West,0,0.3584067617520422,0,0
43,30735,0,9132,11,2,1,North,1,0.35430431821664593,0,0
48,39719,31,19287,1,6,1,West,1,0.3778655945104008,0,0
63,56753,0,8018,14,4,1,West,0,0.15996216699202925,0,0
21,55743,32,17988,1,3,1,West,0,0.2012007355573204,0,0
50,43177,18,15043,5,5,3,South,0,0.2159488620942356,0,0
43,32401,28,7634,12,6,1,East,1,0.25547566627019963,0,0
64,53388,21,19288,13,8,0,West,1,0.04889272771511166,0,0
40,37408,3,4733,1,6,2,East,0,0.1311733136008896,0,0
57,42446,15,8936,14,3,1,West,1,0.08726707722258802,0,0
42,39284,26,18955,3,2,0,South,1,0.25354518391709485,0,0
60,19398,10,15915,4,8,3,West,0,0.2879628756846581,0,1
48,31731,25,13917,6,6,2,West,0,0.24392804673235202,0,1
22,12898,24,3513,7,5,0,East,0,0.31465310700509713,0,1
42,43942,15,8148,14,7,2,West,0,0.07397236943997229,0,0
33,42210,6,17180,12,9,0,East,0,0.17759371545250704,0,0
54,38425,23,6294,6,7,0,East,0,0.10719308754186684,0,0
60,61354,31,1071,6,3,3,East,0,0.1625661764613298,0,1
62,31126,2,9475,13,2,1,West,1,0.10279384040459821,0,0
55,44400,2,15904,9,7,2,East,0,0.1542874189800568,0,0
38,42073,21,16571,4,9,2,West,1,0.2005781238183521,0,0
29,24285,21,8936,2,8,1,West,0,0.37124076302863085,0,0
32,53919,12,7073,4,9,1,West,1,0.07959651942186179,0,0
28,25625,12,1238,5,5,1,South,0,0.2827096027204018,0,0
37,63502,29,5116,9,2,2,North,1,0.08454311925167965,0,0
33,38213,21,5113,11,1,0,North,0,0.05050719571385447,0,0
24,45839,28,3358,6,5,2,East,1,0.09523832526096242,0,1
32,34368,21,3988,4,8,0,East,1,0.23900067994875843,0,0
23,40671,10,3595,7,4,0,East,0,0.08548877301725144,0,0
41,27333,34,12179,4,6,1,South,1,0.31973467713007525,0,1
54,35546,33,12120,8,8,3,East,0,0.3548830030264483,0,0
62,47815,13,8474,12,6,3,East,1,0.10307509574174767,0,0
56,48459,18,1468,3,6,3,West,1,0.10082885375649285,0,0
42,43614,8,5726,10,9,2,South,0,0.08232841409423382,0,0
26,29188,25,12159,7,1,1,South,0,0.2902474241770139,0,1
44,29802,3,9542,12,6,0,North,1,0.3898002119056554,0,0
54,37971,33,7277,13,2,0,South,1,0.07626922849818092,0,0
62,60240,4,15350,13,3,2,South,0,0.07425957612011982,0,1
33,60481,23,15631,5,6,1,South,1,0.18246860715541174,0,0
40,20053,20,13836,10,8,1,South,0,0.40067101249860454,0,1
35,36277,8,14930,3,1,1,North,1,0.2647592854194576,0,1
38,36990,0,9519,11,8,0,North,1,0.18434378456105185,0,0
54,26494,29,8301,10,1,0,West,0,0.2213844102810449,0,0
29,35842,10,13315,10,4,2,North,1,0.26937532266152586,0,1
47,26761,25,9092,13,1,2,North,1,0.33955203463659817,0,1
29,44827,16,11816,6,1,0,West,0,0.07767347958231391,0,1
31,38527,12,4858,12,9,3,South,0,0.16685247419449445,0,1
32,30432,15,11339,4,4,0,West,0,0.21076148207799333,0,0
44,44940,28,12586,11,2,3,East,0,0.2368596811329905,0,0
57,22606,33,12214,13,1,1,North,0,0.3224685959871588,0,0
59,50703,9,1193,2,7,1,West,1,0.0787005507711213,0,0
36,32322,31,8364,13,9,1,East,1,0.2647880785111019,0,0
49,31570,23,16848,9,1,2,East,1,0.3330526448791761,0,0
57,50367,32,2310,14,6,2,North,0,0.08233862271895759,0,0
27,48728,29,7198,11,1,2,North,0,0.14420300746320447,0,0
22,20422,14,6903,5,3,0,West,0,0.38905567553135645,0,0
58,55043,4,5559,13,3,0,South,1,0.11445550667294783,0,0
26,20532,20,19840,2,6,3,North,1,0.5299608145347354,1,1
59,30746,11,16516,8,9,0,East,0,0.2835108402630154,0,0
64,36943,5,17831,1,4,3,West,0,0.5348581921158091,1,0
57,23856,12,18269,5,5,3,East,1,0.341992106258446,0,0
29,28006,3,7307,9,1,1,North,0,0.21122048158852208,0,1
24,30800,32,2047,11,1,1,West,1,0.1267988830942276,0,0
43,40273,0,17345,14,9,4,East,1,0.4127815125490779,0,0
42,53211,13,8676,3,2,3,West,1,0.10054700630258581,0,0
41,50884,19,9023,6,5,3,North,1,0.12450856095274723,0,0
52,57725,1,14612,4,6,0,West,0,0.03424073032176969,0,0
50,35061,33,15854,5,2,1,West,0,0.11033246795431975,0,0
50,39908,4,10944,9,1,1,West,0,0.1536555558146835,0,0
31,47980,17,14025,7,9,2,West,1,0.1342528149301882,0,0
45,43701,24,18893,13,8,0,South,1,0.4287796269704871,0,0
32,37180,21,4230,11,2,0,North,0,0.10334357540059423,0,0
63,61962,9,13341,13,6,1,South,1,0.13102138854999118,0,0
22,30193,21,7161,5,6,3,South,1,0.3434289190534378,0,1
39,50433,3,8344,10,4,1,West,1,0.08350051281925192,0,0
49,22337,23,4769,14,6,1,North,1,0.4424294612152459,0,0
29,31331,10,17862,6,6,0,North,1,0.559150186173378,1,0
31,22323,7,4135,4,5,1,West,0,0.3319918799717486,0,0
51,54325,25,8923,5,3,0,East,1,0.024046691359887313,0,1
26,43127,12,6459,8,7,0,North,0,0.07396709967599133,0,0
53,44038,9,11547,12,2,0,North,1,0.11595377340399152,0,0
22,68121,26,4973,14,5,0,South,0,0.020401470482770637,0,1
55,46230,23,7734,2,9,3,South,0,0.14111421517467534,0,1
27,26260,24,12324,6,1,0,East,0,0.258978519545395,0,1
21,46726,29,7040,6,2,2,East,1,0.1519896254074897,0,0
59,52947,27,6887,2,5,2,South,1,0.17122252861843962,0,0
58,31042,18,4579,4,1,0,North,1,0.1798065568161803,0,0
59,44690,8,8491,13,9,2,West,0,0.07254641338827665,0,0
46,42814,0,19210,7,9,0,South,1,0.3642228282245042,0,0
55,69653,21,3543,12,5,2,West,1,0.03218893779941088,0,0
26,36929,15,6889,12,1,3,East,1,0.43484782012627554,0,0
24,51810,6,18940,13,5,2,South,1,0.3661378902872287,0,0
44,46233,34,14291,1,6,1,West,0,0.22451077534944927,0,1
38,26704,5,14045,9,1,1,West,0,0.30171437185624667,0,0
46,48572,26,15940,13,4,0,North,1,0.13357208236294305,0,0
38,52820,14,2526,11,3,1,North,1,0.04328870901884319,0,0
48,47109,19,14499,14,8,0,South,0,0.10110916891867691,0,0
23,45393,24,3418,11,2,0,East,0,0.05638760819999853,0,1
61,8694,19,14590,2,5,0,West,0,0.291756154794957,0,0
64,41379,12,11775,10,1,3,South,0,0.12723350380520485,0,0
64,45042,2,1026,8,2,1,West,1,0.09473465375826118,0,0
59,35841,26,6786,3,7,0,North,0,0.07710278692372882,0,0
52,46684,30,1510,7,1,1,South,1,0.0442709265293948,0,0
45,26538,23,8961,10,8,1,West,1,0.37457171044474324,0,0
23,38514,13,8099,3,2,0,South,0,0.23018347033859124,0,0
28,57715,14,8421,2,6,1,North,1,0.12638250853160105,0,0
60,28354,2,2398,3,7,0,East,1,0.1535719667083709,0,1
41,46201,34,12246,6,5,3,East,1,0.21515009958237813,0,0
45,43508,16,1768,12,8,2,North,0,0.06446394789058278,0,0
58,36001,17,7684,6,1,1,North,0,0.10880010072138505,0,0
47,35057,26,1920,7,9,1,West,0,0.1156320784330702,0,0
29,66780,17,6221,4,5,1,East,1,0.012279534656375015,0,0
33,38705,1,18845,2,3,0,South,0,0.3309212791353597,0,1
34,35342,24,8065,8,2,0,East,1,0.1564140141202285,0,0
27,33312,23,12544,7,9,0,South,0,0.5342703542416364,1,0
30,37816,15,19074,11,3,0,East,0,0.7547719707810845,1,0
51,55823,15,6167,13,9,2,East,0,0.08372677803775573,0,1
46,27192,8,6100,6,5,2,South,1,0.2263926880259212,0,0
24,34178,6,11237,13,1,0,East,0,0.1450995157130119,0,0
47,60972,12,4078,10,3,1,East,0,0.030748149046831538,0,0
34,53824,27,15006,3,1,1,North,1,0.10310307397413279,0,0
53,51426,8,6405,3,9,2,South,0,0.08448795238143807,0,0
38,34443,23,18509,1,3,2,West,1,0.44900501653358643,0,1
47,45834,13,18398,1,9,2,North,0,0.22321148325315363,0,0
32,38441,18,17086,10,1,0,North,0,0.2493592613373053,0,0
39,37206,29,14997,13,8,2,South,1,0.4586204185349576,0,1
41,30769,19,18241,2,2,2,West,1,0.4846511117470037,0,1
22,61498,29,14794,5,1,0,East,0,0.1540760202948077,0,0
63,44685,25,9554,6,5,1,West,1,0.06367185139627297,0,0
61,47734,16,3600,14,1,2,North,1,0.019111746517674166,0,0
24,30702,25,6596,1,5,1,East,0,0.3129346087246648,0,0
21,50675,25,7170,14,3,0,West,1,0.056204228980152024,0,0
62,22383,23,5419,14,6,3,West,1,0.4003067761516534,0,0
30,44587,20,13672,1,2,2,South,0,0.1813693280583083,0,0
30,41172,4,7253,4,3,1,West,1,0.20393498412043956,0,1
26,24658,28,8365,12,7,0,North,0,0.33512169567089933,0,0
57,51132,12,3890,10,4,5,North,0,0.17975215179136747,0,0
57,23767,31,18683,1,4,1,South,1,0.3594220910751563,0,0
43,32074,1,4486,4,8,1,North,1,0.18008838124980361,0,0
47,58359,26,13895,12,7,1,East,0,0.07308086022157241,0,0
27,32073,23,4868,8,3,0,East,0,0.20326414520725186,0,0
38,25325,18,17519,11,1,0,East,1,0.47364244780196024,0,1
43,39463,22,13534,13,4,2,West,0,0.12391006907499798,0,0
46,41474,29,4089,8,9,0,North,1,0.04130547843627299,0,0
57,39003,16,16173,6,2,1,West,0,0.12637312461612094,0,0
34,43512,7,4943,4,5,1,South,1,0.16888827809122858,0,0
41,31994,13,18391,11,5,2,West,1,0.4837822989250887,0,0
23,30486,18,15143,11,1,1,North,0,0.3738579218520528,0,0
50,40622,17,16555,5,4,0,East,0,0.06567134131559858,0,1
39,41010,14,18397,7,3,1,North,1,0.28279626992240303,0,0
25,42116,27,19312,10,3,1,East,1,0.4154571615246375,0,0
41,37923,32,17147,5,2,2,East,0,0.20187591656239487,0,0
28,37945,0,17438,14,6,0,South,0,0.2618971362568897,0,0
32,50753,8,3414,10,2,1,South,1,0.06024122514383201,0,0
31,55330,6,7544,2,1,2,South,0,0.051498356411851756,0,0
57,43564,10,3940,4,5,0,East,0,0.02749944933061952,0,1
55,22797,20,19984,13,3,2,North,0,0.3028568267707696,0,0
47,26146,30,14606,2,2,2,South,0,0.2744158193417271,0,0
34,41500,7,9679,10,1,2,East,1,0.19944289080231636,0,1
64,60194,20,13254,1,5,0,East,0,0.0162700291642592,0,0
27,30543,23,10773,11,5,0,South,1,0.3174802305908264,0,0
30,44473,17,13922,1,8,2,North,0,0.14997760875598934,0,0
62,67548,22,4876,10,6,2,North,0,0.021704334418886705,0,0
54,37602,0,6842,6,5,2,North,0,0.09428136601641618,0,0
21,49558,3,18639,1,8,2,West,1,0.46061578169655726,0,1
36,47118,24,8996,9,3,1,East,1,0.1309917682676196,0,0
35,27120,6,19573,1,4,0,North,0,0.21729581141344254,0,1
43,48175,17,15584,13,9,2,West,1,0.2643584848377421,0,0
27,19087,14,1478,5,5,1,South,1,0.38477171487158973,0,0
52,30038,17,10700,5,5,3,North,1,0.16109589083203293,0,0
57,62134,20,9664,10,5,0,East,0,0.021101116290218318,0,0
61,38772,18,6566,2,3,0,North,0,0.17798193858203393,0,0
59,37494,2,18152,7,7,3,North,0,0.4357143613316188,0,0
47,42273,21,13809,14,3,0,West,1,0.09066345302757264,0,1
57,37861,5,10225,2,6,3,North,1,0.1414114868080844,0,0
53,42041,31,4420,6,2,2,North,1,0.10914777815759959,0,0
30,55327,3,14913,8,6,1,North,1,0.1774248208416644,0,0
35,40364,14,7086,7,9,0,North,0,0.08828113715123967,0,0
46,26299,14,19164,9,8,1,South,0,0.2628725141093181,0,0
47,36315,10,6887,11,5,4,North,0,0.09863933017669231,0,0
39,56062,30,7641,14,2,2,West,1,0.11349327165470943,0,0
64,38666,24,8800,14,9,1,East,1,0.07883095627185753,0,0
62,50981,12,18789,6,5,1,East,1,0.12149327917581187,0,0
60,55801,18,11366,6,4,2,East,1,0.11966387733074264,0,1
30,47906,17,14241,8,4,2,East,1,0.14630266717121498,0,0
63,50956,21,9432,14,2,0,South,0,0.045659750301791334,0,0
41,58341,7,11557,7,5,2,North,1,0.09636252992799527,0,1
23,38867,32,14160,7,8,2,East,1,0.2674111074788301,0,0
51,36499,3,9459,9,4,2,West,0,0.1083922381153669,0,0
27,17492,19,1861,7,1,0,North,0,0.1943301786127601,0,0
28,46149,27,10931,6,1,0,West,1,0.07637493418336222,0,0
22,73327,15,16084,3,1,1,East,1,0.022336686958822075,0,0
54,15617,2,11863,3,9,2,North,0,0.4178384926660436,0,0
62,45841,20,2896,10,8,0,South,0,0.021857900217444277,0,0
53,46429,10,9031,13,4,1,West,1,0.0839335980563397,0,0
37,29211,4,15837,7,9,1,North,1,0.25510955161449345,0,1
57,44913,33,2475,13,9,1,East,0,0.024646029816247847,0,0
29,42113,21,2201,1,2,1,West,0,0.10833092528646084,0,0
29,45262,34,8667,3,8,0,South,1,0.08685370557546004,0,1
43,36722,2,18717,2,9,1,North,1,0.3458777881636054,0,0
58,16000,18,10925,9,7,0,South,1,0.3342792730484043,0,0
25,29389,24,4831,13,4,1,East,0,0.24389756448384292,0,1
44,59921,29,16002,6,1,0,South,0,0.04279186124299743,0,0
42,31599,4,17504,9,4,0,North,1,0.2871469872262826,0,0
24,39148,13,19689,13,9,0,North,1,0.6632871049533269,1,0
55,44157,3,11909,7,9,0,North,1,0.31548981141886784,0,0
30,49334,3,6447,6,6,3,East,1,0.10813097331303086,0,0
35,35969,30,4781,7,7,1,West,1,0.23113341418253308,0,1
54,23037,32,7703,12,5,1,East,1,0.2718299437652552,0,1
56,45699,34,3205,3,9,0,North,0,0.026210672919500452,0,0
62,37112,14,15540,4,3,1,South,1,0.3317004392234622,0,0
59,51629,7,18889,9,2,2,South,1,0.2010275696904238,0,0
28,40682,1,6825,11,5,0,South,0,0.0672135507850182,0,0
52,22423,25,14011,6,7,1,South,1,0.370166058468142,0,0
35,27081,5,3678,13,9,3,North,0,0.1156973684745176,0,0
46,37502,24,11256,14,1,3,North,0,0.16945153233693397,0,0
37,36060,31,11743,8,1,1,West,0,0.15463648086000273,0,0
64,59749,2,18108,9,5,1,South,1,0.06456102723079588,0,0
43,50562,31,1120,6,7,2,East,1,0.10232338218744046,0,0
33,45820,23,19811,14,9,0,West,1,0.5597008178289404,1,0
58,43559,28,6175,11,5,1,South,1,0.1279116909732661,0,0
41,48127,28,12008,12,2,2,South,1,0.2316893096026338,0,1
29,57438,3,5873,4,1,6,East,1,0.2110332402507261,0,0
24,23125,19,2357,14,6,0,North,0,0.16979326844731923,0,0
28,37478,23,7773,5,8,2,West,1,0.26110977147577674,0,0
46,38658,19,5945,11,3,0,South,0,0.12758400048045307,0,0
30,38492,27,19260,6,9,2,West,0,0.394921021419179,0,0
50,19101,26,14521,14,9,2,South,1,0.4682318544413231,0,1
57,29441,10,12287,6,6,0,North,1,0.23184764518371268,0,0
32,35475,34,13250,2,8,3,South,0,0.21502981314184305,0,1
42,31040,19,19125,13,2,1,East,1,0.31798864563709367,0,1
30,30981,25,1782,5,4,0,West,0,0.14639572271908818,0,0
58,43910,5,19907,8,4,1,West,0,0.1804251538799838,0,1
44,43393,30,9545,9,5,0,East,1,0.13241154730437868,0,0
31,31632,22,5738,7,8,0,North,1,0.17804974990400255,0,0
59,49877,31,17781,14,2,0,East,0,0.13667034791209093,0,0
64,45156,12,11069,6,8,0,South,1,0.06069843155336605,0,0
52,26873,11,3816,3,1,1,North,0,0.055997290145887564,0,0
24,42441,12,2839,10,2,1,North,0,0.09711511551004316,0,0
24,28972,18,19214,4,5,1,North,0,0.5865402930480393,1,0
61,37941,22,14357,11,9,3,West,1,0.24394436135762707,0,0
63,38300,29,14510,12,7,0,West,0,0.17183055757110785,0,0
48,39655,22,19086,7,9,5,South,1,0.5896332814957435,1,1
60,39456,12,7098,5,6,1,West,1,0.10542759820428782,0,0
57,40417,15,15764,11,3,1,South,1,0.2322357373906463,0,0
60,27263,8,9863,14,2,2,South,1,0.3371035073385689,0,0
26,5000,9,3615,7,8,1,East,1,0.7544040310916283,1,0
45,38941,16,9061,1,2,1,West,0,0.14404153446491041,0,0
26,33812,1,6520,5,8,0,West,0,0.1793552039404181,0,0
23,38129,7,4986,10,9,1,South,1,0.10802161108372486,0,0
35,38518,1,12333,2,7,2,South,0,0.2567773941661873,0,0
48,37768,19,16427,9,9,0,South,0,0.33242045419458316,0,0
61,50583,7,19358,6,2,0,North,1,0.07534137363954005,0,0
52,47714,14,9048,5,2,1,North,1,0.08756598223637009,0,0
41,35303,18,8228,13,7,0,West,0,0.09744376865363227,0,0
21,62381,2,19017,3,2,1,East,0,0.18791903679212918,0,0
31,55631,9,15920,3,8,0,West,1,0.14865044551849962,0,1
33,42869,15,6787,8,6,1,East,1,0.12418849964144651,0,0
42,40563,23,19467,11,1,4,North,0,0.300065961214604,0,0
36,37368,30,12132,11,9,1,West,0,0.19190177413548615,0,0
29,41728,29,14747,9,8,0,South,0,0.1631886391251703,0,0
30,52564,1,8207,3,1,0,West,1,0.05683707453842812,0,0
35,39869,24,12258,4,2,2,South,1,0.2757361024346847,0,1
36,55336,27,7977,11,1,1,North,1,0.0743799162113376,0,1
30,34494,25,19754,13,8,0,North,1,0.2231539506998202,0,0
37,40266,18,10097,10,6,1,West,0,0.15739622407364756,0,0
36,34529,1,12622,6,2,2,South,0,0.3037867318068848,0,1
37,38693,22,18922,14,1,1,South,0,0.3117101314433858,0,0
59,40402,26,5937,7,4,1,East,1,0.10517112053654505,0,0
60,41945,34,12020,9,3,1,North,0,0.08737016332832347,0,0
55,42240,33,2545,12,2,0,West,0,0.021171355956983693,0,0
37,39862,9,8242,1,5,1,West,1,0.15270118530785168,0,0
28,26039,8,13317,10,5,0,South,1,0.38807203669485113,0,1
40,44182,29,13209,10,8,1,South,1,0.3076961965110702,0,0
44,43550,28,12590,5,8,1,South,0,0.23478156951401172,0,0
32,24589,28,13338,5,6,1,South,1,0.30006377401803563,0,0
33,45650,22,16594,12,3,0,West,0,0.20391024299306734,0,0
54,30014,15,12958,10,5,1,North,0,0.18783008415783387,0,1
56,48048,6,7893,5,3,1,East,1,0.05170940783467123,0,1
44,16634,19,13765,5,5,3,South,0,0.24785461719948612,0,0
30,34910,20,14046,4,6,1,East,1,0.30467860351927506,0,0
60,35668,26,3789,7,7,0,South,1,0.04773525557183622,0,0
63,44900,2,17797,5,8,5,West,1,0.6212510446020071,1,1
42,44610,30,5537,4,2,0,North,0,0.05480654282232984,0,1
62,26834,32,13693,2,1,3,West,0,0.3125665221141048,0,1
31,12364,8,5993,11,5,0,South,0,0.21630600609852332,0,0
48,47189,17,14249,13,4,0,South,0,0.05803669116120348,0,0
