client_id,age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default
5841,38,40179,17,18708,4,3,2,East,1,0
5842,46,34816,13,18392,3,7,1,West,0,0
5843,27,6200,10,11525,7,6,1,South,1,1
5844,21,30663,12,12412,13,3,2,East,0,0
5845,46,39072,32,17787,6,2,0,East,1,0
5846,43,18766,12,12382,13,6,0,South,0,0
5847,46,25853,24,13039,8,7,0,East,0,0
5848,26,35919,23,17098,2,9,0,East,1,0
5849,26,36024,28,7772,2,9,3,North,0,1
5850,64,44733,5,7590,1,9,2,South,0,0
5851,28,36677,17,15647,5,1,1,East,0,1
5852,44,44291,27,16677,7,4,0,West,1,0
5853,42,31599,4,17504,9,4,0,North,1,0
5854,39,42538,17,7460,5,8,1,South,0,0
5855,57,57653,6,7281,11,3,0,West,1,0
5856,38,43467,8,4731,11,1,0,South,0,0
5857,51,37179,34,14965,1,3,3,South,0,0
5858,57,28687,11,12768,3,6,2,South,1,0
5859,50,41043,23,16104,8,7,1,East,1,0
5860,62,37384,8,19798,3,9,2,South,1,0
5861,53,46743,11,7635,7,5,1,South,1,0
5862,30,18137,8,12498,10,5,4,South,1,1
5863,57,37742,21,6361,3,3,3,East,0,0
5864,32,45031,16,18849,2,3,0,North,1,0
5865,50,41552,32,11427,12,9,1,East,1,0
5866,47,36009,23,17787,13,3,1,East,1,0
5867,59,35843,14,7570,10,3,2,East,0,0
5868,29,26813,28,7346,14,9,0,South,1,0
5869,41,44546,31,9408,6,4,0,North,1,1
5870,32,45098,32,16674,2,6,1,West,0,0
5871,49,23042,28,16976,10,1,4,South,0,0
5872,53,49175,14,15838,14,2,2,West,1,0
5873,63,32144,26,14086,5,3,4,West,0,0
5874,35,35488,33,1805,5,2,3,North,0,0
5875,22,62246,3,8420,5,3,0,North,1,0
5876,59,59223,17,10379,6,5,0,East,1,0
5877,64,22640,20,14806,3,1,0,West,0,0
5878,38,24652,7,5257,10,1,1,East,0,1
5879,23,27388,5,19696,5,7,0,West,0,1
5880,27,59034,19,2995,8,9,0,East,1,0
5881,63,32713,1,15163,4,9,1,North,0,0
5882,38,22310,21,5995,14,7,1,West,1,1
5883,64,54789,20,19126,5,2,1,West,1,0
5884,58,47127,5,2155,1,7,0,North,0,0
5885,57,67011,31,9585,1,9,1,West,1,0
5886,53,47103,5,16019,8,7,3,East,0,0
5887,64,39617,12,15887,2,2,2,East,1,0
5888,51,43032,0,8202,10,7,1,West,1,0
5889,31,34564,21,12834,10,4,1,West,1,0
5890,24,55665,23,5817,7,8,0,East,1,0
5891,38,56299,29,19424,7,3,1,North,1,0
5892,24,21004,21,19462,11,5,2,North,0,0
5893,54,51310,11,3864,14,3,3,East,1,0
5894,49,27147,25,6829,9,7,2,North,0,0
5895,44,68964,3,7249,1,3,3,North,1,0
5896,42,58204,18,6215,2,5,1,West,1,0
5897,22,26343,15,17041,14,1,2,South,1,1
5898,64,42867,11,6112,1,4,2,East,1,1
5899,26,51917,32,14341,1,6,2,South,1,0
5900,62,32515,20,10838,11,2,2,East,1,0
5901,45,23603,8,7339,4,6,0,North,1,0
5902,41,41221,7,3385,8,7,2,North,0,0
5903,36,38087,19,14449,10,8,1,West,1,0
5904,51,29028,9,12029,8,3,2,West,1,0
5905,34,54833,31,15782,12,3,2,North,1,0
5906,59,24532,27,6298,12,5,2,West,1,0
5907,48,38705,9,13624,11,3,2,West,1,1
5908,52,42181,7,13068,9,9,0,East,1,0
5909,48,43707,32,4526,2,7,0,West,1,0
5910,29,53568,12,13350,13,5,1,North,0,0
5911,42,37119,34,14703,7,5,0,North,1,0
5912,52,8758,28,2287,12,1,3,North,0,1
5913,25,35358,4,15802,14,9,0,West,1,0
5914,43,48707,2,5944,4,2,1,West,1,0
5915,25,38270,5,1360,3,7,3,South,0,0
5916,62,38359,15,19358,12,7,1,North,1,0
5917,52,46314,34,4464,4,2,0,West,1,0
5918,30,47896,17,19610,4,8,1,South,1,0
5919,59,18563,10,6044,3,8,1,North,1,0
5920,35,39775,22,2850,9,9,1,North,1,0
5921,27,37657,10,6932,8,2,1,North,1,1
5922,49,40901,28,11916,14,1,0,East,1,0
5923,23,16362,26,4775,12,9,3,North,0,1
5924,39,55877,8,13579,10,3,2,North,0,1
5925,30,40080,34,1817,14,2,3,South,1,0
5926,48,45099,8,3146,12,2,0,North,1,0
5927,49,61191,17,8833,12,2,2,East,1,0
5928,35,45215,20,7014,2,8,1,West,0,0
5929,55,21521,0,5958,3,3,4,North,1,0
5930,26,38962,26,17825,13,1,0,West,1,1
5931,32,48098,28,11484,10,8,1,East,1,0
5932,58,40679,18,11691,7,2,1,South,0,0
5933,33,60481,23,15631,5,6,1,South,1,0
5934,49,29728,0,2896,1,8,0,West,1,0
5935,39,54941,22,2089,1,9,1,West,0,0
5936,23,50068,12,1308,12,1,1,West,0,0
5937,28,41065,29,14771,8,9,0,East,0,0
5938,28,43975,10,18402,6,8,1,West,1,0
5939,40,28267,6,5493,4,6,2,West,0,0
5940,24,36312,34,13756,3,5,0,West,1,0
5941,41,46925,10,13384,13,6,0,East,1,1
5942,23,38210,20,8084,9,2,4,East,1,0
5943,28,40722,2,16195,9,3,1,East,0,0
5944,43,51909,29,2357,12,9,1,East,1,0
5945,36,17113,23,1082,4,3,0,East,0,0
5946,33,44432,2,9442,11,7,1,North,0,0
5947,23,61318,32,10285,8,4,1,West,1,0
5948,29,35477,21,6411,4,9,2,East,1,0
5949,34,25068,30,19771,8,4,0,North,0,0
5950,33,35330,11,18792,7,6,2,West,1,0
5951,27,21795,13,16035,14,2,2,South,1,1
5952,35,42708,11,16500,12,7,2,East,0,0
5953,27,39115,26,10290,6,3,2,South,1,1
5954,58,43824,12,4728,7,1,0,North,0,0
5955,54,38425,23,6294,6,7,0,East,0,0
5956,61,42350,8,13084,11,5,1,West,1,0
5957,42,45405,7,1322,12,7,1,North,0,0
5958,44,25628,14,16836,6,1,0,West,0,0
5959,57,44153,6,3057,14,5,0,East,1,0
5960,64,57378,23,4060,7,2,2,East,0,0
5961,21,28459,15,17210,4,1,0,East,0,0
5962,30,43699,23,6635,12,6,2,West,0,0
5963,63,55536,6,4384,5,5,1,East,1,0
5964,36,26139,27,10453,9,4,3,West,0,0
5965,28,49574,1,11233,2,1,0,North,0,0
5966,45,37335,33,4456,9,5,1,North,1,0
5967,32,52136,2,4664,5,7,2,West,1,0
5968,45,30106,0,4096,10,1,0,West,1,0
5969,37,39891,30,14871,1,4,0,West,0,0
5970,46,21778,22,8565,11,6,1,South,0,1
5971,34,45247,19,5659,7,8,1,East,0,0
5972,61,45384,15,17532,5,7,2,West,0,0
5973,56,46489,31,6730,3,7,0,South,1,0
5974,43,45899,16,17081,3,8,1,South,1,0
5975,63,38907,17,11467,1,7,1,South,0,0
5976,26,22268,3,17998,7,4,4,West,0,0
5977,25,51904,34,9431,14,6,0,North,1,0
5978,63,39538,22,18296,2,2,2,South,0,0
5979,45,44721,14,4013,8,8,3,East,0,1
5980,38,37777,12,6409,14,3,0,West,0,0
5981,33,63505,13,12945,4,4,2,East,1,1
5982,63,33188,13,17542,4,2,0,East,1,1
5983,34,32726,4,16984,13,9,2,South,1,0
5984,48,21260,21,1547,11,2,0,South,1,0
5985,38,41354,27,3900,5,6,3,South,0,0
5986,48,62300,3,8674,9,3,1,West,0,0
5987,47,41500,28,19649,7,6,1,East,1,0
5988,52,42725,34,9946,3,4,1,North,0,0
5989,29,51678,19,18118,4,8,2,South,1,0
5990,60,41945,34,12020,9,3,1,North,0,0
5991,52,54391,34,5317,1,8,3,South,0,0
5992,40,56172,19,2924,8,3,1,West,0,0
5993,48,32884,1,1523,8,5,0,West,1,0
5994,53,22834,17,11938,14,2,0,North,0,1
5995,24,48275,29,15659,13,6,1,East,0,0
5996,54,43871,28,9809,7,7,1,East,0,1
5997,23,27449,21,16535,13,8,2,South,0,0
5998,46,31863,28,17298,6,4,0,South,1,0
5999,28,31826,9,18244,7,9,2,East,0,0
6000,26,41769,19,17183,10,2,0,North,0,0
6001,36,51968,15,14578,4,8,0,North,1,0
6002,44,52640,5,14424,4,6,3,East,1,1
6003,59,49489,16,18691,5,4,5,South,0,1
6004,50,36494,5,15101,4,2,2,South,0,0
6005,33,66641,21,16503,4,4,4,West,1,0
6006,25,40398,17,12506,9,3,2,South,1,0
6007,45,35334,31,9226,6,4,0,East,0,0
6008,40,23607,27,17169,14,4,1,South,1,0
6009,38,35829,9,19484,3,7,1,South,1,0
6010,38,45265,21,15838,3,1,3,North,0,0
6011,22,20965,27,17820,10,9,1,West,0,0
6012,30,28550,14,13737,8,5,0,East,1,0
6013,32,34391,28,3572,3,3,0,South,0,0
6014,33,30695,6,13171,14,7,2,East,0,0
6015,31,29705,33,14920,4,7,1,West,0,0
6016,39,53495,31,17692,6,8,0,North,1,0
6017,55,20191,1,13552,9,4,1,West,1,1
6018,59,42104,25,17875,6,9,1,East,1,0
6019,46,46228,10,6308,3,2,2,East,1,0
6020,34,34190,24,17905,12,6,3,North,0,0
6021,64,37276,18,2914,6,3,0,East,0,1
6022,44,39513,19,14862,4,8,1,South,1,0
6023,61,47611,32,3925,5,8,1,East,1,0
6024,21,58368,16,4290,14,6,0,South,1,0
6025,63,24586,29,11333,5,4,3,West,0,0
6026,42,29004,17,12040,3,8,2,North,1,0
6027,43,29609,31,6609,5,6,1,South,0,0
6028,39,39849,3,3571,12,9,0,South,1,0
6029,38,35202,31,17616,12,7,1,North,1,0
6030,32,47997,18,10814,5,9,1,South,0,0
6031,48,32122,2,2216,7,8,1,South,1,0
6032,48,29340,27,4539,9,4,4,East,1,1
6033,53,30842,5,1521,5,6,2,West,1,1
6034,39,41388,16,12026,9,7,2,West,0,0
6035,48,51567,4,12391,5,4,1,South,0,0
6036,57,39466,18,17724,4,4,3,North,1,1
6037,46,33302,34,11936,6,3,3,East,1,1
6038,55,27627,21,13138,8,6,1,East,1,0
6039,54,57539,23,13130,4,2,0,South,1,0
6040,55,18868,9,9250,5,4,1,East,0,1
6041,60,37767,1,17367,10,8,2,North,1,0
6042,36,48876,27,4253,1,3,0,North,1,0
6043,58,37601,16,17626,10,8,2,South,0,0
6044,33,33204,5,1227,12,7,1,South,1,0
6045,43,46427,4,7703,1,7,1,North,0,1
6046,42,26874,6,13805,14,9,0,North,1,0
6047,36,19110,31,19986,8,4,1,West,1,0
6048,48,44237,3,9318,7,8,1,North,0,0
6049,55,28057,20,5430,5,2,0,East,0,1
6050,28,41580,31,5853,9,3,1,West,0,0
6051,64,38520,17,17291,1,4,4,West,0,0
6052,42,43132,32,10623,3,9,1,South,1,0
6053,41,37275,13,3168,6,1,2,South,1,1
6054,46,46618,5,3748,1,7,1,North,0,0
6055,60,31557,10,18692,14,2,3,North,0,0
6056,41,49374,19,2593,12,5,1,South,0,0
6057,45,25388,28,15785,6,1,3,East,1,0
6058,61,54071,34,18877,2,6,2,South,1,0
6059,21,64619,15,12444,10,3,1,South,1,0
6060,26,41297,6,16941,14,6,1,West,1,0
6061,43,58830,30,13552,5,8,1,South,0,0
6062,43,61940,5,5777,11,8,0,West,1,0
6063,63,36148,28,8108,10,4,0,West,1,0
6064,63,40574,26,9438,2,7,1,North,1,0
6065,43,30230,1,18466,1,6,2,West,1,1
6066,52,31004,21,14120,14,2,1,South,0,1
6067,50,42794,8,1010,12,6,1,South,1,1
6068,33,20370,10,19390,14,2,0,South,0,1
6069,63,50017,15,4529,14,4,1,South,0,0
6070,38,42007,12,19676,12,5,3,West,1,1
6071,43,48175,17,15584,13,9,2,West,1,0
6072,35,37815,24,18328,4,3,1,East,1,0
6073,53,48070,32,19673,2,5,2,East,0,0
6074,41,42971,9,4343,9,2,1,North,1,0
6075,59,46086,29,19950,12,3,2,South,0,0
6076,43,50820,0,2759,11,5,0,North,1,0
6077,47,24820,32,16064,11,7,1,West,0,1
6078,64,31563,14,3228,3,6,2,West,1,0
6079,38,67777,28,15763,12,2,1,South,1,0
6080,44,42487,1,9459,9,9,1,North,0,0
6081,60,19398,10,15915,4,8,3,West,0,1
6082,62,19465,33,11390,10,9,0,West,1,0
6083,27,39100,18,12879,12,9,1,West,0,0
6084,40,33723,1,15935,7,5,3,South,0,1
6085,47,30323,19,17898,7,7,0,East,1,0
6086,26,61517,30,19127,6,7,1,East,1,0
6087,47,35570,3,10121,8,9,3,West,1,0
6088,29,49851,28,16787,11,9,0,South,0,0
6089,51,43001,29,2448,11,6,3,North,0,0
6090,41,36461,12,17582,6,3,1,West,0,0
6091,46,26299,14,19164,9,8,1,South,0,0
6092,60,49230,19,16206,5,1,0,West,1,0
6093,33,11867,33,12284,11,4,1,West,0,1
6094,43,50448,27,14857,3,2,1,South,0,0
6095,40,41815,19,8672,5,5,1,South,0,0
6096,57,47422,24,14338,4,7,1,West,1,0
6097,48,40093,26,19951,3,1,0,East,0,0
6098,37,25187,29,10121,1,4,1,North,1,0
6099,48,44818,19,15835,8,3,0,East,1,0
6100,61,50186,0,6352,4,4,1,South,0,0
6101,22,34250,34,18803,12,6,2,North,1,0
6102,45,47888,23,10522,3,6,2,North,0,0
6103,61,43558,24,19941,12,1,2,West,1,0
6104,26,45406,11,8870,4,3,0,East,1,0
6105,31,29685,10,1423,1,1,0,South,1,0
6106,58,55385,29,1149,12,1,2,South,0,0
6107,26,43552,12,15647,6,1,2,North,1,0
6108,31,49980,24,17522,3,3,1,East,0,0
6109,34,35342,24,8065,8,2,0,East,1,0
6110,22,51787,16,12917,11,4,1,South,1,0
6111,60,34936,11,19254,14,7,0,East,0,0
6112,23,29298,10,19445,14,2,5,North,1,0
6113,55,61262,9,12010,14,2,0,South,0,0
6114,53,11528,16,15059,13,7,0,West,0,0
6115,44,75878,15,14830,10,9,1,West,1,0
6116,39,48420,19,14862,5,3,2,North,0,0
6117,38,36222,4,9181,9,8,1,East,1,0
6118,44,43912,31,5280,9,6,1,South,1,0
6119,55,48427,26,15445,11,6,2,North,0,0
6120,21,36010,3,6696,2,3,2,South,1,0
6121,56,64422,6,1742,5,9,2,South,1,0
6122,45,57706,13,5181,7,9,0,North,1,0
6123,63,72721,23,13425,7,4,1,West,0,0
6124,54,25342,17,12729,10,6,2,South,0,0
6125,45,42583,0,2991,3,5,2,South,0,0
6126,36,23355,16,4705,7,4,1,South,1,0
6127,54,26902,25,14063,7,2,1,North,1,0
6128,49,36084,21,2016,4,4,1,North,0,0
6129,39,36301,17,9288,11,7,1,West,1,0
6130,43,44438,27,18378,7,3,3,South,0,1
6131,39,38672,20,9274,8,3,1,North,1,0
6132,45,49599,32,15382,3,3,2,South,0,0
6133,36,43826,29,5525,2,9,1,West,1,0
6134,29,59770,7,6209,9,1,4,East,1,0
6135,21,49945,29,17896,12,5,1,East,1,0
6136,62,25852,8,19306,12,9,1,East,0,0
6137,39,38254,32,2697,7,7,1,West,1,0
6138,53,39063,28,12677,1,1,0,North,1,0
6139,54,45278,30,19298,10,4,3,South,0,1
6140,36,52903,2,5753,10,6,1,North,0,1
6141,64,43391,10,7816,9,5,2,East,0,0
6142,60,46937,4,13168,5,2,2,East,1,0
6143,38,26389,30,9838,2,1,1,South,1,1
6144,54,34489,19,1797,7,4,0,South,0,0
6145,45,17054,3,17140,9,5,3,West,1,0
6146,26,45303,7,15092,13,4,0,South,0,0
6147,41,50097,34,11875,3,3,2,North,0,1
6148,26,24172,12,17228,4,8,0,North,1,0
6149,52,41901,4,2225,9,6,0,South,1,0
6150,61,38772,18,6566,2,3,0,North,0,0
6151,63,60261,17,13394,4,6,0,North,0,0
6152,59,29267,32,14603,5,8,1,East,0,0
6153,51,51017,3,6922,4,7,1,East,1,1
6154,62,53716,17,13973,7,1,1,South,1,0
6155,30,37660,23,6036,6,6,3,South,0,0
6156,50,43509,28,3646,9,1,0,South,1,0
6157,38,52929,30,9824,11,4,1,East,1,0
6158,44,26805,27,5694,13,3,0,North,0,0
6159,29,34874,8,6545,13,7,1,West,0,0
6160,51,42234,25,4681,13,2,1,North,0,1
6161,35,64768,1,1414,4,4,2,West,1,0
6162,24,35202,5,12398,11,5,4,East,1,1
6163,60,36776,28,8199,9,2,1,West,1,0
6164,29,58565,25,11779,1,9,1,South,0,1
6165,29,47955,27,15083,12,2,1,South,1,0
6166,46,66190,6,8532,6,6,5,South,0,0
6167,24,53118,33,9221,7,8,0,South,1,0
6168,37,38247,9,16234,9,7,0,North,1,0
6169,36,36540,21,9321,1,6,1,South,1,0
6170,35,30104,26,8945,11,8,0,West,0,0
6171,55,24339,21,6189,12,5,3,East,1,0
6172,25,44089,18,5214,12,9,0,South,0,0
6173,25,47523,8,3374,13,2,0,North,0,0
6174,40,48968,18,4983,1,6,0,South,0,1
6175,35,38518,1,12333,2,7,2,South,0,0
6176,38,63161,27,1207,6,9,0,North,0,0
6177,22,23698,21,13407,3,5,3,East,1,0
6178,49,22339,5,9139,11,6,2,North,0,0
6179,33,30164,6,10173,14,9,1,West,0,1
6180,24,40071,5,5302,6,6,2,North,0,0
6181,62,26834,32,13693,2,1,3,West,0,1
6182,30,56163,13,7911,13,4,0,South,0,0
6183,51,31132,0,1111,10,4,0,North,0,0
6184,61,28989,24,16566,6,3,1,South,0,0
6185,28,52660,5,5709,7,8,0,North,1,0
6186,23,42489,27,18793,6,6,4,West,0,0
6187,29,49416,17,9897,2,7,0,North,0,0
6188,50,39428,26,6872,5,9,1,West,1,0
6189,31,43261,1,15482,10,8,0,South,0,0
6190,55,22797,20,19984,13,3,2,North,0,0
6191,57,38225,22,11807,14,4,1,North,1,0
6192,62,27423,1,17182,6,1,2,South,0,1
6193,33,63452,15,5857,14,4,1,North,0,0
6194,56,55513,3,12166,8,9,1,West,0,0
6195,33,32152,33,8498,9,5,1,North,1,0
6196,32,37509,4,6039,5,3,5,South,0,0
6197,57,38074,33,9067,14,2,1,North,1,0
6198,30,65847,21,12412,12,6,0,East,0,0
6199,29,44756,19,9360,7,4,0,North,0,0
6200,27,34865,12,1984,4,6,2,North,1,1
6201,22,41760,33,2107,10,3,2,North,1,0
6202,43,21556,5,14172,12,3,0,South,0,0
6203,59,39115,28,11270,5,1,0,South,1,1
6204,60,27029,32,5342,1,9,0,West,1,0
6205,59,17828,0,12165,13,7,2,East,1,1
6206,41,63838,6,2553,3,9,0,South,1,0
6207,43,39676,21,3002,2,1,2,East,1,1
6208,49,30740,31,17881,6,8,4,North,0,0
6209,34,19633,13,13591,9,2,1,North,1,0
6210,46,37346,23,2421,10,3,1,North,0,0
6211,25,38209,18,4474,3,1,1,North,0,0
6212,51,49180,26,9980,12,7,3,East,1,1
6213,45,28553,22,16769,11,5,2,West,0,1
6214,51,33594,20,13166,12,3,2,East,1,0
6215,40,28904,28,10418,2,4,2,North,1,0
6216,64,37383,0,13390,2,6,1,West,1,0
6217,37,16084,30,1531,14,6,1,West,0,0
6218,22,30349,26,2619,6,2,2,North,0,0
6219,45,47556,26,18675,10,7,1,West,0,0
6220,33,25294,14,5113,6,2,4,South,0,0
6221,59,51994,24,10319,5,9,1,North,0,0
6222,48,50480,14,13439,9,2,2,West,0,0
6223,62,51484,18,4911,13,5,1,East,1,0
6224,26,39945,10,8159,7,8,2,West,0,0
6225,23,38867,32,14160,7,8,2,East,1,0
6226,55,43835,22,14725,11,4,2,South,1,1
6227,38,55843,11,2107,1,7,0,North,0,1
6228,31,54751,1,6427,10,8,1,West,0,0
6229,40,20053,20,13836,10,8,1,South,0,1
6230,25,29508,13,15793,2,5,1,East,1,0
6231,39,27352,33,7496,12,2,0,South,1,0
6232,42,48721,14,2687,3,2,2,South,1,0
6233,39,31848,20,6987,5,5,0,East,1,0
6234,36,37559,22,17091,14,4,2,North,1,0
6235,44,60495,20,13747,11,4,2,South,0,0
6236,61,53450,13,4475,12,3,1,South,1,0
6237,24,56514,20,16918,4,9,1,East,1,1
6238,35,31396,11,19961,8,8,2,East,0,1
6239,45,6742,4,19916,11,4,2,South,0,0
6240,64,35253,1,3029,4,7,2,West,0,0
6241,55,22720,21,10335,6,8,0,East,0,0
6242,34,16671,5,6418,9,6,5,North,1,0
6243,39,53544,1,7190,2,2,0,West,0,0
6244,58,29297,28,16658,13,8,2,West,0,1
6245,56,30321,6,12935,8,3,1,South,0,0
6246,27,35610,15,12782,12,4,1,North,1,1
6247,50,59757,32,15580,5,4,0,West,0,0
6248,39,38060,32,12990,10,7,0,East,0,0
6249,45,51419,13,10939,6,8,0,North,0,0
6250,36,36215,11,5819,3,9,1,North,0,0
6251,60,21034,5,6919,8,1,2,South,0,0
6252,28,25721,11,3810,14,1,0,West,0,0
6253,38,39954,30,4415,2,7,1,East,0,0
6254,48,41291,11,2716,13,4,1,West,1,0
6255,36,46512,9,1289,1,8,1,West,1,0
6256,39,46517,26,5697,11,5,1,East,0,0
6257,62,50801,6,16331,12,1,2,West,0,1
6258,37,30770,32,16775,1,2,2,North,1,0
6259,33,61926,26,1609,8,3,2,South,1,0
6260,27,63025,7,3353,2,2,1,South,1,0
6261,47,33753,4,17919,13,9,1,North,1,0
6262,30,30472,7,9948,13,7,1,West,0,0
6263,54,18582,20,16985,5,2,1,West,1,1
6264,56,42050,23,8157,2,7,1,South,0,0
6265,45,45429,6,4849,11,1,0,South,0,0
6266,26,33048,18,9069,4,5,1,East,0,0
6267,44,43393,30,9545,9,5,0,East,1,0
6268,38,23346,26,13083,2,9,0,East,1,1
6269,43,51612,28,5330,13,4,2,East,0,0
6270,26,33628,22,6229,4,4,0,South,0,1
6271,49,43465,19,3995,13,6,0,West,1,0
6272,45,42521,5,14324,10,2,2,North,0,0
6273,37,16474,11,12900,5,6,1,South,0,0
6274,44,50008,11,3214,10,7,2,North,0,0
6275,31,30586,2,13340,13,4,0,North,0,0
6276,46,42430,34,17659,10,9,0,West,1,1
6277,54,23081,18,15687,5,5,1,West,1,1
6278,48,34247,3,7553,12,3,1,North,0,0
6279,23,44358,30,9338,12,9,0,South,1,0
6280,31,27048,32,7972,5,1,2,North,1,0
6281,58,27705,5,18235,13,8,2,West,0,1
6282,34,41500,7,9679,10,1,2,East,1,1
6283,46,37989,27,18937,10,8,1,West,0,1
6284,41,44191,14,19145,2,5,1,West,1,1
6285,59,35586,30,12375,8,7,1,South,0,0
6286,50,47697,7,9775,11,8,1,North,0,0
6287,28,33196,5,5310,5,1,0,North,1,0
6288,40,47164,28,16327,6,1,1,North,0,0
6289,52,29118,33,9702,8,7,2,East,0,0
6290,42,32668,6,4813,8,1,2,East,0,1
6291,27,48768,9,14516,13,4,2,East,1,0
6292,29,33827,12,15746,13,6,1,East,1,1
6293,21,25945,21,6891,13,2,3,East,0,0
6294,49,60761,20,7888,10,5,0,West,1,0
6295,28,39578,0,4202,7,6,1,South,0,0
6296,24,45657,1,17726,8,5,1,South,0,0
6297,55,12855,28,8745,10,8,0,West,0,0
6298,23,55981,10,2423,11,4,2,East,1,0
6299,60,71754,6,15537,7,8,0,West,1,0
6300,27,54906,34,13059,10,3,2,West,1,0
6301,47,56616,29,13587,6,7,1,West,1,0
6302,21,35094,15,15251,5,5,1,North,1,0
6303,47,43021,14,10107,5,5,3,South,0,1
6304,36,45856,19,7647,8,6,1,West,0,0
6305,58,31628,27,2911,1,5,1,East,0,0
6306,27,38511,2,2339,2,1,0,West,0,0
6307,64,27988,28,19630,1,9,1,East,0,1
6308,43,35253,8,15764,13,4,1,East,0,0
6309,61,50090,26,7446,10,5,1,North,0,0
6310,31,18810,31,17292,7,1,1,South,1,0
6311,62,51437,30,17881,13,3,2,West,1,0
6312,53,21071,25,12140,9,3,1,South,0,1
6313,56,40629,2,18174,7,8,2,East,0,1
6314,57,41721,10,13392,9,8,2,West,0,1
6315,61,46873,28,9201,4,9,5,West,1,0
6316,37,37833,26,16984,7,7,0,West,1,0
6317,55,27463,9,3816,12,6,0,South,0,0
6318,25,42214,34,1326,10,8,3,West,0,0
6319,52,66070,22,18266,10,3,1,North,1,0
6320,23,39827,5,19055,7,8,0,North,0,0
6321,55,29423,10,6002,10,3,2,South,0,0
6322,34,34394,26,19558,10,2,1,West,0,1
6323,51,41802,30,6235,2,9,2,North,0,0
6324,51,36776,29,1923,2,1,4,West,1,0
6325,37,35109,2,17161,8,2,1,East,0,0
6326,44,55929,12,15547,14,7,0,East,1,0
6327,43,46207,20,14801,2,1,0,West,1,0
6328,38,38577,10,3824,1,5,2,West,1,1
6329,34,38669,2,10345,1,9,0,West,1,0
6330,35,42078,30,3070,1,9,2,East,0,1
6331,35,46723,23,7544,6,4,2,North,1,0
6332,26,55387,11,5600,5,2,2,East,0,0
6333,47,35057,26,1920,7,9,1,West,0,0
6334,35,28066,20,7091,3,4,0,South,1,0
6335,56,33326,24,14843,5,3,2,North,0,1
6336,28,29492,29,15806,2,3,0,South,0,0
6337,35,21687,29,18827,11,7,2,East,0,0
6338,23,56927,9,13699,9,2,0,North,1,0
6339,33,50255,2,3801,9,5,0,North,1,0
6340,61,12597,12,19159,4,2,1,South,0,0
6341,54,42615,26,9220,2,7,0,South,1,0
6342,44,35479,17,19676,10,7,2,South,0,0
6343,60,34049,23,4703,8,3,2,South,0,0
6344,52,10161,13,1825,4,3,1,North,1,0
6345,52,39697,3,15197,5,8,1,East,0,0
6346,50,40923,15,8711,4,7,1,South,0,0
6347,33,25877,9,17011,14,4,4,West,0,0
6348,21,59472,26,19643,2,2,2,North,1,0
6349,54,49496,0,18546,14,3,0,South,1,1
6350,35,27203,4,4439,14,3,2,West,1,1
6351,64,52276,12,16982,6,5,2,East,1,0
6352,34,34413,2,3533,1,7,2,East,1,0
6353,49,52661,16,6612,12,4,1,South,1,0
6354,54,22685,18,10551,8,1,2,West,1,0
6355,38,42040,4,8930,11,3,1,South,0,1
6356,27,25404,23,19609,1,3,1,North,0,1
6357,49,29951,32,4672,5,1,0,North,1,0
6358,51,16820,20,3160,9,8,1,North,0,0
6359,45,25186,2,2797,13,4,0,South,1,0
6360,58,25116,3,12171,1,5,0,South,0,0
6361,34,23615,31,16190,10,3,1,South,0,1
6362,28,42263,23,2244,7,4,0,East,1,0
6363,47,18805,34,8893,14,1,1,East,0,0
6364,22,43585,17,2930,7,4,1,West,0,0
6365,37,52070,2,16705,13,2,2,South,0,0
6366,57,29331,25,19902,5,6,4,North,0,0
6367,34,38980,23,1047,4,2,1,North,0,0
6368,45,35972,0,1133,9,9,3,South,0,0
6369,50,35061,33,15854,5,2,1,West,0,0
6370,49,9334,11,12238,13,4,1,North,0,1
6371,40,26478,16,3364,1,4,1,West,0,0
6372,41,57537,20,4509,9,1,0,South,1,0
6373,42,43886,20,11325,11,7,1,East,1,1
6374,55,37103,2,14359,12,1,3,North,0,0
6375,57,15751,27,19921,5,8,2,West,1,0
6376,36,47118,24,8996,9,3,1,East,1,0
6377,63,29060,5,3471,13,8,3,West,1,0
6378,37,25150,29,3434,11,8,1,East,1,0
6379,36,26353,31,5335,11,5,2,South,1,1
6380,22,46127,21,17023,8,3,3,East,1,0
6381,24,39148,13,19689,13,9,0,North,1,0
6382,41,50375,33,14502,12,1,0,South,1,1
6383,59,53508,25,18047,10,1,3,South,0,1
6384,54,31126,12,8443,7,2,1,North,1,0
6385,50,39487,29,12246,13,6,0,East,0,0
6386,26,36363,18,16665,11,2,1,South,1,1
6387,37,23658,2,8774,12,4,2,South,0,0
6388,59,25384,30,5200,6,6,1,South,1,1
6389,45,38029,11,6022,9,2,1,West,1,0
6390,25,39315,14,15186,14,4,2,North,0,0
6391,25,39341,13,8939,12,7,1,North,1,0
6392,40,39360,34,10145,4,1,0,South,0,0
6393,36,30208,15,2673,5,9,2,South,1,0
6394,61,65457,23,18726,12,7,3,North,1,0
6395,57,42781,16,11296,1,9,4,East,0,1
6396,60,33093,17,9431,7,7,0,South,0,0
6397,29,44827,16,11816,6,1,0,West,0,1
6398,25,29785,15,4049,13,7,0,North,1,0
